month_end,condition,demographics_type,demographics_values,rate_per_100000_visits
2025-09,Anxiety Disorders,Sex,All,2583
2025-09,Anxiety Disorders,Sex,Female,3001
2025-09,Anxiety Disorders,Sex,Male,2071
2025-09,Anxiety Disorders,Total,All,2583
2025-08,Anxiety Disorders,Age,12-17 years,2190
2025-08,Anxiety Disorders,Age,18-34 years,2883
2025-08,Anxiety Disorders,Age,35-64 years,3058
2025-08,Anxiety Disorders,Age,65+ years,2731
2025-08,Anxiety Disorders,Age,All,2604
2025-08,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2765
2025-08,Anxiety Disorders,RaceEthnicity,All,2604
2025-08,Anxiety Disorders,RaceEthnicity,"Asian, NH",1591
2025-08,Anxiety Disorders,RaceEthnicity,"Black, NH",1642
2025-08,Anxiety Disorders,RaceEthnicity,Hispanic,2137
2025-08,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1923
2025-08,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1468
2025-08,Anxiety Disorders,RaceEthnicity,"White, NH",3176
2025-08,Anxiety Disorders,Sex,All,2604
2025-08,Anxiety Disorders,Sex,Female,3032
2025-08,Anxiety Disorders,Sex,Male,2085
2025-08,Anxiety Disorders,Total,All,2604
2025-07,Anxiety Disorders,Age,12-17 years,2347
2025-07,Anxiety Disorders,Age,18-34 years,2910
2025-07,Anxiety Disorders,Age,35-64 years,3067
2025-07,Anxiety Disorders,Age,65+ years,2694
2025-07,Anxiety Disorders,Age,All,2635
2025-07,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2833
2025-07,Anxiety Disorders,RaceEthnicity,All,2635
2025-07,Anxiety Disorders,RaceEthnicity,"Asian, NH",1530
2025-07,Anxiety Disorders,RaceEthnicity,"Black, NH",1715
2025-07,Anxiety Disorders,RaceEthnicity,Hispanic,2188
2025-07,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1939
2025-07,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1464
2025-07,Anxiety Disorders,RaceEthnicity,"White, NH",3177
2025-07,Anxiety Disorders,Sex,Female,3064
2025-07,Anxiety Disorders,Sex,Male,2119
2025-07,Anxiety Disorders,Total,All,2635
2025-05,Anxiety Disorders,Age,12-17 years,2197
2025-05,Anxiety Disorders,Age,18-34 years,2893
2025-05,Anxiety Disorders,Age,35-64 years,3055
2025-05,Anxiety Disorders,Age,65+ years,2692
2025-05,Anxiety Disorders,Age,All,2552
2025-05,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2752
2025-05,Anxiety Disorders,RaceEthnicity,All,2552
2025-05,Anxiety Disorders,RaceEthnicity,"Asian, NH",1570
2025-05,Anxiety Disorders,RaceEthnicity,"Black, NH",1626
2025-05,Anxiety Disorders,RaceEthnicity,Hispanic,2023
2025-05,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1855
2025-05,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1332
2025-05,Anxiety Disorders,RaceEthnicity,"White, NH",3159
2025-05,Anxiety Disorders,Sex,All,2552
2025-05,Anxiety Disorders,Sex,Female,2962
2025-05,Anxiety Disorders,Sex,Male,2056
2025-05,Anxiety Disorders,Total,All,2552
2025-04,Anxiety Disorders,Age,12-17 years,2247
2025-04,Anxiety Disorders,Age,18-34 years,2904
2025-04,Anxiety Disorders,Age,35-64 years,3071
2025-04,Anxiety Disorders,Age,65+ years,2713
2025-04,Anxiety Disorders,Age,All,2564
2025-04,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2858
2025-04,Anxiety Disorders,RaceEthnicity,All,2564
2025-04,Anxiety Disorders,RaceEthnicity,"Asian, NH",1546
2025-04,Anxiety Disorders,RaceEthnicity,"Black, NH",1640
2025-04,Anxiety Disorders,RaceEthnicity,Hispanic,2013
2025-04,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1783
2025-04,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1233
2025-04,Anxiety Disorders,RaceEthnicity,"White, NH",3196
2025-04,Anxiety Disorders,Sex,All,2564
2025-04,Anxiety Disorders,Sex,Female,2972
2025-04,Anxiety Disorders,Sex,Male,2060
2025-04,Anxiety Disorders,Total,All,2564
2025-03,Anxiety Disorders,Age,12-17 years,2222
2025-03,Anxiety Disorders,Age,18-34 years,2877
2025-03,Anxiety Disorders,Age,35-64 years,3059
2025-03,Anxiety Disorders,Age,65+ years,2738
2025-03,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2737
2025-03,Anxiety Disorders,RaceEthnicity,All,2546
2025-03,Anxiety Disorders,RaceEthnicity,"Asian, NH",1504
2025-03,Anxiety Disorders,RaceEthnicity,"Black, NH",1619
2025-03,Anxiety Disorders,RaceEthnicity,Hispanic,1970
2025-03,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1778
2025-03,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1449
2025-03,Anxiety Disorders,RaceEthnicity,"White, NH",3180
2025-03,Anxiety Disorders,Sex,All,2546
2025-03,Anxiety Disorders,Sex,Female,2945
2025-03,Anxiety Disorders,Sex,Male,2056
2025-03,Anxiety Disorders,Total,All,2546
2025-02,Anxiety Disorders,Age,12-17 years,1979
2025-02,Anxiety Disorders,Age,18-34 years,2689
2025-02,Anxiety Disorders,Age,35-64 years,2879
2025-02,Anxiety Disorders,Age,65+ years,2632
2025-02,Anxiety Disorders,Age,All,2390
2025-02,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2577
2025-02,Anxiety Disorders,RaceEthnicity,All,2390
2025-02,Anxiety Disorders,RaceEthnicity,"Asian, NH",1389
2025-02,Anxiety Disorders,RaceEthnicity,"Black, NH",1503
2025-02,Anxiety Disorders,RaceEthnicity,Hispanic,1861
2025-02,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1709
2025-02,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1101
2025-02,Anxiety Disorders,RaceEthnicity,"White, NH",2987
2025-02,Anxiety Disorders,Sex,All,2390
2025-02,Anxiety Disorders,Sex,Female,2755
2025-02,Anxiety Disorders,Sex,Male,1945
2025-02,Anxiety Disorders,Total,All,2390
2025-01,Anxiety Disorders,Age,12-17 years,2001
2025-01,Anxiety Disorders,Age,18-34 years,2578
2025-01,Anxiety Disorders,Age,35-64 years,2809
2025-01,Anxiety Disorders,Age,65+ years,2612
2025-01,Anxiety Disorders,Age,All,2333
2025-01,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2576
2025-01,Anxiety Disorders,RaceEthnicity,All,2333
2025-01,Anxiety Disorders,RaceEthnicity,"Asian, NH",1356
2025-01,Anxiety Disorders,RaceEthnicity,"Black, NH",1437
2025-01,Anxiety Disorders,RaceEthnicity,Hispanic,1808
2025-01,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1586
2025-01,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1126
2025-01,Anxiety Disorders,RaceEthnicity,"White, NH",2961
2025-01,Anxiety Disorders,Sex,All,2333
2025-01,Anxiety Disorders,Sex,Female,2673
2025-01,Anxiety Disorders,Sex,Male,1916
2025-01,Anxiety Disorders,Total,All,2333
2024-12,Anxiety Disorders,Age,12-17 years,1867
2024-12,Anxiety Disorders,Age,18-34 years,2593
2024-12,Anxiety Disorders,Age,35-64 years,2797
2024-12,Anxiety Disorders,Age,65+ years,2539
2024-12,Anxiety Disorders,Age,All,2273
2024-12,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2567
2024-12,Anxiety Disorders,RaceEthnicity,All,2273
2024-12,Anxiety Disorders,RaceEthnicity,"Asian, NH",1361
2024-12,Anxiety Disorders,RaceEthnicity,"Black, NH",1441
2024-12,Anxiety Disorders,RaceEthnicity,Hispanic,1778
2024-12,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1508
2024-12,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1117
2024-12,Anxiety Disorders,RaceEthnicity,"White, NH",2867
2024-12,Anxiety Disorders,Sex,All,2273
2024-12,Anxiety Disorders,Sex,Female,2602
2024-12,Anxiety Disorders,Sex,Male,1868
2024-12,Anxiety Disorders,Total,All,2273
2024-11,Anxiety Disorders,Age,12-17 years,2066
2024-11,Anxiety Disorders,Age,18-34 years,2840
2024-11,Anxiety Disorders,Age,35-64 years,3001
2024-11,Anxiety Disorders,Age,65+ years,2651
2024-11,Anxiety Disorders,Age,All,2457
2024-11,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2794
2024-11,Anxiety Disorders,RaceEthnicity,All,2457
2024-11,Anxiety Disorders,RaceEthnicity,"Asian, NH",1529
2024-11,Anxiety Disorders,RaceEthnicity,"Black, NH",1578
2024-11,Anxiety Disorders,RaceEthnicity,Hispanic,1943
2024-11,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1697
2024-11,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1266
2024-11,Anxiety Disorders,RaceEthnicity,"White, NH",3060
2024-11,Anxiety Disorders,Sex,All,2457
2024-11,Anxiety Disorders,Sex,Female,2830
2024-11,Anxiety Disorders,Sex,Male,1998
2024-11,Anxiety Disorders,Total,All,2457
2024-10,Anxiety Disorders,Age,12-17 years,2056
2024-10,Anxiety Disorders,Age,18-34 years,2905
2024-10,Anxiety Disorders,Age,35-64 years,2979
2024-10,Anxiety Disorders,Age,65+ years,2615
2024-10,Anxiety Disorders,Age,All,2482
2024-10,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2892
2024-10,Anxiety Disorders,RaceEthnicity,All,2482
2024-10,Anxiety Disorders,RaceEthnicity,"Asian, NH",1509
2024-10,Anxiety Disorders,RaceEthnicity,"Black, NH",1577
2024-10,Anxiety Disorders,RaceEthnicity,Hispanic,2027
2024-10,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1690
2024-10,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1380
2024-10,Anxiety Disorders,RaceEthnicity,"White, NH",3066
2024-10,Anxiety Disorders,Sex,All,2482
2024-10,Anxiety Disorders,Sex,Female,2877
2024-10,Anxiety Disorders,Sex,Male,2003
2024-10,Anxiety Disorders,Total,All,2482
2024-09,Anxiety Disorders,Age,12-17 years,2107
2024-09,Anxiety Disorders,Age,18-34 years,2897
2024-09,Anxiety Disorders,Age,35-64 years,2950
2024-09,Anxiety Disorders,Age,65+ years,2622
2024-09,Anxiety Disorders,Age,All,2492
2024-09,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2898
2024-09,Anxiety Disorders,RaceEthnicity,All,2492
2024-09,Anxiety Disorders,RaceEthnicity,"Asian, NH",1459
2024-09,Anxiety Disorders,RaceEthnicity,"Black, NH",1584
2024-09,Anxiety Disorders,RaceEthnicity,Hispanic,2063
2024-09,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1703
2024-09,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1380
2024-09,Anxiety Disorders,RaceEthnicity,"White, NH",3070
2024-09,Anxiety Disorders,Sex,All,2492
2024-09,Anxiety Disorders,Sex,Female,2896
2024-09,Anxiety Disorders,Sex,Male,2003
2024-09,Anxiety Disorders,Total,All,2492
2024-08,Anxiety Disorders,Age,12-17 years,2202
2024-08,Anxiety Disorders,Age,18-34 years,2913
2024-08,Anxiety Disorders,Age,35-64 years,2944
2024-08,Anxiety Disorders,Age,65+ years,2565
2024-08,Anxiety Disorders,Age,All,2522
2024-08,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2925
2024-08,Anxiety Disorders,RaceEthnicity,All,2522
2024-08,Anxiety Disorders,RaceEthnicity,"Asian, NH",1561
2024-08,Anxiety Disorders,RaceEthnicity,"Black, NH",1603
2024-08,Anxiety Disorders,RaceEthnicity,Hispanic,2129
2025-11,Anxiety Disorders,Age,18-34 years,2861
2024-08,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1778
2024-08,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1656
2024-08,Anxiety Disorders,RaceEthnicity,"White, NH",3072
2024-08,Anxiety Disorders,Sex,All,2522
2024-08,Anxiety Disorders,Sex,Female,2928
2024-08,Anxiety Disorders,Sex,Male,2031
2024-08,Anxiety Disorders,Total,All,2522
2024-07,Anxiety Disorders,Age,12-17 years,2243
2024-07,Anxiety Disorders,Age,18-34 years,2900
2024-07,Anxiety Disorders,Age,35-64 years,2922
2024-07,Anxiety Disorders,Age,65+ years,2574
2024-07,Anxiety Disorders,Age,All,2534
2024-07,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2895
2024-07,Anxiety Disorders,RaceEthnicity,All,2534
2024-07,Anxiety Disorders,RaceEthnicity,"Asian, NH",1517
2024-07,Anxiety Disorders,RaceEthnicity,"Black, NH",1648
2024-07,Anxiety Disorders,RaceEthnicity,Hispanic,2144
2024-07,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1789
2024-07,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1444
2024-07,Anxiety Disorders,RaceEthnicity,"White, NH",3075
2024-07,Anxiety Disorders,Sex,Female,2929
2024-07,Anxiety Disorders,Sex,Male,2056
2024-07,Anxiety Disorders,Total,All,2534
2024-06,Anxiety Disorders,Age,12-17 years,2153
2024-06,Anxiety Disorders,Age,18-34 years,2849
2024-06,Anxiety Disorders,Age,35-64 years,2919
2024-06,Anxiety Disorders,Age,65+ years,2551
2024-06,Anxiety Disorders,Age,All,2484
2024-06,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2721
2024-06,Anxiety Disorders,RaceEthnicity,All,2484
2024-06,Anxiety Disorders,RaceEthnicity,"Asian, NH",1480
2024-06,Anxiety Disorders,RaceEthnicity,"Black, NH",1629
2024-06,Anxiety Disorders,RaceEthnicity,Hispanic,2077
2024-06,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1750
2024-06,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1406
2024-06,Anxiety Disorders,RaceEthnicity,"White, NH",3020
2024-06,Anxiety Disorders,Sex,All,2484
2024-06,Anxiety Disorders,Sex,Female,2886
2024-06,Anxiety Disorders,Sex,Male,2001
2024-06,Anxiety Disorders,Total,All,2484
2024-05,Anxiety Disorders,Age,12-17 years,2119
2024-05,Anxiety Disorders,Age,18-34 years,2822
2024-05,Anxiety Disorders,Age,35-64 years,2914
2025-11,Anxiety Disorders,Age,35-64 years,3108
2024-05,Anxiety Disorders,Age,65+ years,2544
2024-05,Anxiety Disorders,Age,All,2425
2024-05,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2815
2024-05,Anxiety Disorders,RaceEthnicity,All,2425
2024-05,Anxiety Disorders,RaceEthnicity,"Asian, NH",1456
2024-05,Anxiety Disorders,RaceEthnicity,"Black, NH",1563
2024-05,Anxiety Disorders,RaceEthnicity,Hispanic,1963
2024-05,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1714
2024-05,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1265
2024-05,Anxiety Disorders,RaceEthnicity,"White, NH",2994
2024-05,Anxiety Disorders,Sex,All,2425
2024-05,Anxiety Disorders,Sex,Female,2818
2024-05,Anxiety Disorders,Sex,Male,1951
2024-05,Anxiety Disorders,Total,All,2425
2024-04,Anxiety Disorders,Age,12-17 years,2147
2024-04,Anxiety Disorders,Age,18-34 years,2840
2024-04,Anxiety Disorders,Age,35-64 years,2946
2024-04,Anxiety Disorders,Age,65+ years,2597
2024-04,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2765
2024-04,Anxiety Disorders,RaceEthnicity,All,2448
2024-04,Anxiety Disorders,RaceEthnicity,"Asian, NH",1423
2024-04,Anxiety Disorders,RaceEthnicity,"Black, NH",1551
2024-04,Anxiety Disorders,RaceEthnicity,Hispanic,1964
2024-04,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1715
2024-04,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1343
2024-04,Anxiety Disorders,RaceEthnicity,"White, NH",3040
2024-04,Anxiety Disorders,Sex,All,2448
2024-04,Anxiety Disorders,Sex,Female,2837
2024-04,Anxiety Disorders,Sex,Male,1980
2024-04,Anxiety Disorders,Total,All,2448
2024-03,Anxiety Disorders,Age,12-17 years,2108
2024-03,Anxiety Disorders,Age,18-34 years,2866
2024-03,Anxiety Disorders,Age,35-64 years,2960
2024-03,Anxiety Disorders,Age,65+ years,2624
2024-03,Anxiety Disorders,Age,All,2447
2024-03,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2819
2024-03,Anxiety Disorders,RaceEthnicity,All,2447
2024-03,Anxiety Disorders,RaceEthnicity,"Asian, NH",1425
2024-03,Anxiety Disorders,RaceEthnicity,"Black, NH",1545
2024-03,Anxiety Disorders,RaceEthnicity,Hispanic,1935
2024-03,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1721
2024-03,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1318
2024-07,Anxiety Disorders,Sex,All,2534
2024-03,Anxiety Disorders,RaceEthnicity,"White, NH",3051
2024-03,Anxiety Disorders,Sex,All,2447
2024-03,Anxiety Disorders,Sex,Female,2825
2024-03,Anxiety Disorders,Sex,Male,1998
2024-03,Anxiety Disorders,Total,All,2447
2024-02,Anxiety Disorders,Age,12-17 years,2042
2024-02,Anxiety Disorders,Age,18-34 years,2858
2024-02,Anxiety Disorders,Age,35-64 years,2977
2024-02,Anxiety Disorders,Age,65+ years,2604
2024-02,Anxiety Disorders,Age,All,2437
2024-02,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2882
2024-02,Anxiety Disorders,RaceEthnicity,All,2437
2024-02,Anxiety Disorders,RaceEthnicity,"Asian, NH",1462
2024-02,Anxiety Disorders,RaceEthnicity,"Black, NH",1519
2024-02,Anxiety Disorders,RaceEthnicity,Hispanic,1947
2024-02,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1699
2024-02,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1296
2024-02,Anxiety Disorders,RaceEthnicity,"White, NH",3035
2024-02,Anxiety Disorders,Sex,All,2437
2024-02,Anxiety Disorders,Sex,Female,2809
2024-02,Anxiety Disorders,Sex,Male,1996
2024-02,Anxiety Disorders,Total,All,2437
2024-01,Anxiety Disorders,Age,12-17 years,2167
2024-01,Anxiety Disorders,Age,18-34 years,2758
2024-01,Anxiety Disorders,Age,35-64 years,2905
2024-01,Anxiety Disorders,Age,65+ years,2609
2024-01,Anxiety Disorders,Age,All,2433
2024-01,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2773
2024-01,Anxiety Disorders,RaceEthnicity,All,2433
2024-01,Anxiety Disorders,RaceEthnicity,"Asian, NH",1407
2024-01,Anxiety Disorders,RaceEthnicity,"Black, NH",1495
2024-01,Anxiety Disorders,RaceEthnicity,Hispanic,1942
2024-01,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1683
2024-01,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1446
2024-01,Anxiety Disorders,RaceEthnicity,"White, NH",3040
2024-01,Anxiety Disorders,Sex,All,2433
2024-01,Anxiety Disorders,Sex,Female,2796
2024-01,Anxiety Disorders,Sex,Male,1998
2024-01,Anxiety Disorders,Total,All,2433
2023-12,Anxiety Disorders,Age,12-17 years,1847
2023-12,Anxiety Disorders,Age,18-34 years,2640
2023-12,Anxiety Disorders,Age,35-64 years,2753
2023-12,Anxiety Disorders,Age,65+ years,2493
2024-04,Anxiety Disorders,Age,All,2448
2023-12,Anxiety Disorders,Age,All,2227
2023-12,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2587
2023-12,Anxiety Disorders,RaceEthnicity,All,2227
2023-12,Anxiety Disorders,RaceEthnicity,"Asian, NH",1278
2023-12,Anxiety Disorders,RaceEthnicity,"Black, NH",1366
2023-12,Anxiety Disorders,RaceEthnicity,Hispanic,1753
2023-12,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1545
2023-12,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1351
2023-12,Anxiety Disorders,RaceEthnicity,"White, NH",2815
2023-12,Anxiety Disorders,Sex,All,2227
2023-12,Anxiety Disorders,Sex,Female,2563
2023-12,Anxiety Disorders,Sex,Male,1828
2023-12,Anxiety Disorders,Total,All,2227
2023-11,Anxiety Disorders,Age,12-17 years,2118
2023-11,Anxiety Disorders,Age,18-34 years,2810
2023-11,Anxiety Disorders,Age,35-64 years,2904
2023-11,Anxiety Disorders,Age,65+ years,2558
2023-11,Anxiety Disorders,Age,All,2358
2023-11,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2631
2023-11,Anxiety Disorders,RaceEthnicity,All,2358
2023-11,Anxiety Disorders,RaceEthnicity,"Asian, NH",1432
2023-11,Anxiety Disorders,RaceEthnicity,"Black, NH",1455
2023-11,Anxiety Disorders,RaceEthnicity,Hispanic,1860
2023-11,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1704
2023-11,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1276
2023-11,Anxiety Disorders,RaceEthnicity,"White, NH",2975
2023-11,Anxiety Disorders,Sex,All,2358
2023-11,Anxiety Disorders,Sex,Female,2736
2023-11,Anxiety Disorders,Sex,Male,1907
2023-11,Anxiety Disorders,Total,All,2358
2023-10,Anxiety Disorders,Age,12-17 years,2188
2023-10,Anxiety Disorders,Age,18-34 years,2951
2023-10,Anxiety Disorders,Age,35-64 years,2999
2023-10,Anxiety Disorders,Age,65+ years,2590
2023-10,Anxiety Disorders,Age,All,2474
2023-10,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2826
2023-10,Anxiety Disorders,RaceEthnicity,All,2474
2023-10,Anxiety Disorders,RaceEthnicity,"Asian, NH",1521
2023-10,Anxiety Disorders,RaceEthnicity,"Black, NH",1544
2023-10,Anxiety Disorders,RaceEthnicity,Hispanic,1968
2023-10,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1753
2023-10,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1540
2023-10,Anxiety Disorders,RaceEthnicity,"White, NH",3098
2023-10,Anxiety Disorders,Sex,All,2474
2023-10,Anxiety Disorders,Sex,Female,2899
2023-10,Anxiety Disorders,Sex,Male,1974
2023-10,Anxiety Disorders,Total,All,2474
2023-09,Anxiety Disorders,Age,12-17 years,2097
2023-09,Anxiety Disorders,Age,18-34 years,2936
2023-09,Anxiety Disorders,Age,35-64 years,2971
2023-09,Anxiety Disorders,Age,65+ years,2552
2023-09,Anxiety Disorders,Age,All,2475
2023-09,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2779
2023-09,Anxiety Disorders,RaceEthnicity,All,2475
2023-09,Anxiety Disorders,RaceEthnicity,"Asian, NH",1580
2023-09,Anxiety Disorders,RaceEthnicity,"Black, NH",1573
2023-09,Anxiety Disorders,RaceEthnicity,Hispanic,1997
2023-09,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1776
2023-09,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1504
2023-09,Anxiety Disorders,RaceEthnicity,"White, NH",3083
2023-09,Anxiety Disorders,Sex,All,2475
2023-09,Anxiety Disorders,Sex,Female,2908
2023-09,Anxiety Disorders,Sex,Male,1970
2023-09,Anxiety Disorders,Total,All,2475
2023-08,Anxiety Disorders,Age,12-17 years,2237
2023-08,Anxiety Disorders,Age,18-34 years,2968
2023-08,Anxiety Disorders,Age,35-64 years,2948
2023-08,Anxiety Disorders,Age,65+ years,2557
2023-08,Anxiety Disorders,Age,All,2529
2023-08,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2755
2023-08,Anxiety Disorders,RaceEthnicity,All,2529
2023-08,Anxiety Disorders,RaceEthnicity,"Asian, NH",1524
2023-08,Anxiety Disorders,RaceEthnicity,"Black, NH",1594
2023-08,Anxiety Disorders,RaceEthnicity,Hispanic,2115
2023-08,Anxiety Disorders,RaceEthnicity,"Multiple/Other, NH",1851
2023-08,Anxiety Disorders,RaceEthnicity,"NHOPI, NH",1642
2023-08,Anxiety Disorders,RaceEthnicity,"White, NH",3114
2023-08,Anxiety Disorders,Sex,All,2529
2023-08,Anxiety Disorders,Sex,Female,2976
2023-08,Anxiety Disorders,Sex,Male,2006
2023-08,Anxiety Disorders,Total,All,2529
2023-07,Anxiety Disorders,Age,12-17 years,2314
2023-07,Anxiety Disorders,Age,18-34 years,2981
2023-07,Anxiety Disorders,Age,35-64 years,2985
2023-07,Anxiety Disorders,Age,65+ years,2553
2023-07,Anxiety Disorders,Age,All,2563
2023-07,Anxiety Disorders,RaceEthnicity,"AI/AN, NH",2943
2023-07,Anxiety Disorders,RaceEthnicity,All,2563
2023-07,Anxiety Disorders,RaceEthnicity,"Asian, NH",1501
2023-07,Anxiety Disorders,RaceEthnicity,"Black, NH",1666
2023-07,Anxiety Disorders,RaceEthnicity,Hispanic,2169
